анк:ета,アンケート,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
анс:амбль(м),アンサンブル,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
апельс:ин апельс:иновый,オレンジ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
аплодисм:енты -тов -там аплод:ировать,拍手,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
аппар:ат аппар:атный,（１組の）機器　装置　　（生理）器官　（国家）機関,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
аппет:ит,食欲,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
апт:ека,薬局,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ар:абский,アラブの,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
арб:уз,スイカ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
арест:овывать арестов:ать арест,逮捕する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
:армия,群　陸軍,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
арт:ист арт:истка,芸能家,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
архит:ектор,建築家,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
архитект:ура,建築（様式）　建築学,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
аспирант:ура аспир:ант -тка,台がウイン,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ат:ака атаков:ать,攻撃　アタック,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
атель:е (不変),修理店　　アトリエ　スタジオ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
:атлас,地図帳,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
атл:етика,運動競技,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
атмосф:ера атмосф:ерный,大気（圏）　雰囲気,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
:атомный,原子力の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
аудит:ория,（大学の）教室　講義室,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
аф:иша,（催し物の）ポスター,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Африка африк:анский,アフリカ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
аэрод:ом,飛行場　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
аэроп:орт в -:у,空港,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
АЭС,原子力発電所,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:аба,（俗）女　婆さん,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:абочка,蝶,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:абушка б:абашек,祖母　おばあさん,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
баг:аж -:а баг:ажный,（旅行客の）手荷物,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:аза,基盤　ベース　（軍事）基地,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
баз:ар,（露店）市,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
балер:ина,バレリーナ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бал:ет,バレエ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
балк:он,ベランダ　バルコニー,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
банк,銀行,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:анка б:анок,缶　（平たい）瓶,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
банк:ет,パーティ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бар,バー,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бараб:ан,太鼓　ドラム,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бар:ан,雄羊,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бас,（男性の）低音,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
баскетб:ол баскетб:ольный баскетбол:ист -стка,バスケットボール,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
басс:ейн,プール　（鉱物）埋蔵地,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
батар:ея р生 батар:ей,バッテリー,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
батар:ейка,電池,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:ашня р生 б:ашен,塔　タワー,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бег на бег:у,駆け足　競争　ジョギング　（複бег:а)競馬 на бег:у　走りながら,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бег:ун,ランナー,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:егство,逃走　敗走　脱走,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бед:а (р) б:еды,災難　不幸　（口）災難だ　困ったことだ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:едный беден бедн:а бедно бедн:ее бедность,貧乏な　貧しい　(чемに)乏しい　　かわいそうな　不幸な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:едствие,災害　惨禍,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:еженец б:еженца,難民,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
без,がいない時に,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
и без того,それでなくても　ただでさえ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
безобр:азие,（外見・容貌が）醜いこと,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
безоп:асный,安全な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
безоп:асность,安全,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
безраб:отица,失業,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
безраб:отный,失業している　　失業者,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
безразл:ично,無関係に　無関心に　　　（述語）関係がない　興味がない,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:елка р生 белок,リス,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:елый бел бел:а,白い,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бельё 前 бель:е,肌着類　シーツ　カバー,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бенз:ин,ガソリン,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бензокол:онка,ガソリンスタンド,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:ерег на берег:у (р)берег:а берег:ов,岸　岸辺,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
берёза берёзный,白樺,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бер:еменность бер:еменная(adj),妊娠,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бер:ечь (берег:у бережёшь .... берег:ут берег:и берёг берег:ла),大切にする　大事にする　浪費しないようにする,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
беречься　,чего 気をつける,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бес:еда,話し合い　懇談　会談,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бес:едовать,話し合う　懇談・会談をする,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бескон:ечны бескон:ечен бескон:ечна,終わりのない　無限の　　きりのない　延々と続く,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
беспл:атный беспл:атен беспл:атна,無料の　ただの,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
беспок:оить,心配させる　　気をもませる　　迷惑をかける　煩わせる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
беспок:оиться,心配する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
беспок:ойный беспок:оен беспок:ойна,不安な　落ち着かない,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
беспок:ойство,迷惑　心配　不安,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
беспол:езно,無駄に　無益に　（述語）無駄だ　無益だ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бесп:омощный,助けを必要とする　無力な　（仕事などが）下手な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
беспор:ядок,無秩序　混乱　乱雑,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бесп:ошлинный,関税のかからない　免税の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
беспр:авный,（法的・政治的に）無権利の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
беспрер:ывно,途切れなく　絶え間なく,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бессм:ысленный,無意味な　馬鹿げた,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бесс:онница,不眠症,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бет:он,コンクリート,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
библиот:ека,図書館　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
библиот:екарь библиот:екарша,司書,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Библия,聖書,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:изнес,ビジネス　企業活動　設け仕事,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бил:ет бил:етный,切符　入場券　身分証,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бинт 生бинт:а,包帯,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
биогр:афия,電気　経歴　履歴（書）,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
биол:огия биолог:ический,生物学,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:иржа,取引所,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:итва,戦闘　戦慄,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бить (по / про)бить (бь:ю бьёшь... бь:ют б:ей 被形過・完 битый),(imp)打つ　(побить)なぐる　叩く　打ち破る　(imp)割る,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
биться,(о対)ぶつかる　ぶつける　　戦う　（над чемに）努力する・苦心する　（心臓などが）打つ　鼓動する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бл:аго,福祉,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(по)благодар:ить,(чтоに за чтоを)感謝する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
благод:арность,感謝　謝意,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
благод:арный -рен -рна,(комуに)感謝する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
благодар:я чему,のおかげで,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
благопол:учно,首尾よく　無事に,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
багопри:ятный,好都合な　好意的な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
благор:одный -ден -дна,高潔な　優雅な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
благососто:яние,福祉　豊か,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бланк,（記入）用紙,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(по)бледн:еть,青ざめる　青白くなる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бл:едный -ден -дн:а -дно бледн:ее,青ざめた　青白い,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
блест:еть (блещ:у блест:ишь ... блест:ят),（キラキラと）輝く　光る,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
блест:ящий,（きらきらと）輝く　光る　　輝かしい　素晴らしい,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
блест:яще,素晴らしく,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ближ:айший,一番近い　　ごく間近の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бл:иже,近い　近しい,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бл:изкий бл:изок близк:а бл:изко бл:иже 最上ближ:айший бл:изость,近くに　（述語）近い,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
блок,（国家・政党などの））連合　（タバコの）１カートン,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
блокн:от,メモ帳,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бл:узка р生 бл:узок,ブラウス,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бл:юдо,大皿　料理の一品,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бл:юдце,（カップの）受け皿,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
боб:ы -:ов -:ам,まめ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бог,神,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
р:ади бога,（口）どうかお願いですから,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бог:атство,富　豊かなこと　（普通複）資源　財産,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бог:атый бог:аче 最上 богат:ейший,（経済的に）豊かな　金持ちの (чемが)豊富な　豊かな,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бог:ач,金持ち,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:одрый бодр бодр:а б:одро бодр:ее,元気な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
боев:ой,戦闘の　戦争の　　果敢な　異性の良い,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:оже,"神よ
（口）（驚き　喜び　憤慨などを表す）いやー",ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бо:ец 生бойц:а,兵士　戦士,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бой в бо:ю (р)бо:и боёв,戦闘　戦い　（太鼓などを）叩く音　（時計などの）打つ音,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бок в бок:у (р)бок:а бок:ов боков:ой,わき腹　横腹　横　側面,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бокс ,ボクシング,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
боксёр,ボクサー,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:олее,чегоより多く　以上,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:олее того,それどころか,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:олее или м:енее,多少とも ある程度は（間違いなく）,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бол:езнь(ф),病気,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бол:ельщик,ファン,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бол:еть,病気をする　чемにかかっている　　（口）(за что)応援する　ファンである,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бол:еть ３人称のみ бол:ит бол:ят,痛い　痛む,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бол:ото,沼　沼地,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
боль(ф),痛み,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
больн:ица,（入院加療の）病院,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:ольно,痛く　ひどく　（述語）痛い　つらい,ru-passport,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
больн:ой б:олен больн:а больн:ы,病気の　病弱な　病的な　（短語尾）病気をしている чемに　かかっている　　　(名)病人　患者,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:ольше,より大きい　より多く　もっと　　（чего）以上　　（否定文で）もう　これ以上,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
как можно больше,できるだけおおく,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ни б:ольше, ни м:еньше",以上でも以下でもない　ちょうど,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
больше всего,何よりもまず,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:ольший,より大きな,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:ольшей ч:астью / по б:ольшей ч:асти,大部分は,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
большинств:о,大多数,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
больш:ой,大きい,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
больш:ой п:алец,親指,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
б:омба,爆弾,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бомбардир:овка,爆撃,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бор:ец 生борц:а,闘志　戦士　（レスリングや柔道などの）選手,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бормот:ать (бормоч:у борм:очешь... борм:очут),つぶやく　（ひとりごとを）ブツブツ言う,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бород:а 対:б:ороду (р)б:ороды бор:од -:ам,（頬と顎の）ひげ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бор:оться бор:юсь б:орешься ... б:орются,取っ組み合いをする　　戦う,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
борт,船上に　機上に,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
борьб:а,戦い　闘争　（スポーツの）対戦　　レスリング　格闘技,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бос:ой,裸足の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
босик:ом,裸足で　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бот:инки бот:инок бот:инкам ,（くるぶしまではいる）靴,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
бо:яться бойсь,чего恐れる　怖がる　心配する　　чегоに弱い,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
брак,結婚,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
брат (бр:атья бр:атьев -ям 主/生 братьями братьях),兄　弟,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
